"idCliente","Nome","Tipo","Media de Alunos","Classificacao","idCidade"
"4455","CLI2555","Escola Secundária","365","A","521"
"4456","CLI2556","Universidade Privada","457","D","519"
"4457","CLI2557","Universidade Pública","418","B","500"
"4458","CLI2558","Escola Secundária","357","C","504"
"4459","CLI2559","Escola Secundária","450","C","526"
"4460","CLI2560","Escola Secundária","492","C","511"
"4461","CLI2561","Universidade Privada","441","B","510"
"4462","CLI2562","Universidade Pública","379","D","501"
"4463","CLI2563","Escola Fundamental","358","A","502"
"4464","CLI2564","Escola Fundamental","432","D","528"
"4465","CLI2565","Universidade Pública","324","A","517"
"4466","CLI2566","Universidade Pública","393","A","518"
"4467","CLI2567","Universidade Privada","329","A","500"
"4468","CLI2568","Universidade Privada","314","C","516"
"4469","CLI2569","Escola Secundária","396","C","515"
"4470","CLI2570","Universidade Privada","411","D","508"
"4471","CLI2571","Escola Secundária","394","C","510"
"4472","CLI2572","Escola Fundamental","395","A","505"
"4473","CLI2573","Escola Fundamental","398","C","528"
"4474","CLI2574","Universidade Pública","361","B","522"
"4475","CLI2575","Escola Fundamental","354","D","503"
"4476","CLI2576","Universidade Pública","413","A","503"
"4477","CLI2577","Universidade Privada","413","C","506"
"4478","CLI2578","Universidade Pública","305","B","523"
"4479","CLI2579","Universidade Privada","488","D","523"
"4480","CLI2580","Universidade Privada","329","D","507"
"4481","CLI2581","Universidade Pública","484","B","524"
"4482","CLI2582","Universidade Privada","478","A","521"
"4483","CLI2583","Universidade Privada","340","B","524"
"4484","CLI2584","Universidade Pública","300","D","502"
"4485","CLI2585","Escola Fundamental","411","B","520"
"4486","CLI2586","Universidade Pública","485","B","500"
"4487","CLI2587","Universidade Pública","392","D","503"
"4488","CLI2588","Universidade Pública","476","C","521"
"4489","CLI2589","Universidade Privada","437","D","527"
"4490","CLI2590","Universidade Privada","458","B","526"
"4491","CLI2591","Universidade Privada","392","B","523"
"4492","CLI2592","Escola Fundamental","494","B","524"
"4493","CLI2593","Escola Fundamental","479","C","515"
"4494","CLI2594","Universidade Pública","356","C","532"
"4495","CLI2595","Universidade Pública","336","A","514"
"4496","CLI2596","Universidade Privada","462","A","526"
"4497","CLI2597","Universidade Pública","337","C","512"
"4498","CLI2598","Escola Fundamental","483","C","514"
"4499","CLI2599","Escola Secundária","331","C","533"
"4500","CLI2600","Universidade Pública","319","A","524"
"4501","CLI2601","Universidade Privada","467","D","522"
"4502","CLI2602","Escola Fundamental","399","D","528"
"4503","CLI2603","Universidade Privada","333","A","509"
"4504","CLI2604","Universidade Privada","407","A","524"
"4505","CLI2605","Escola Fundamental","435","D","506"
"4506","CLI2606","Escola Fundamental","392","D","511"
"4507","CLI2607","Escola Fundamental","372","B","519"
"4508","CLI2608","Escola Fundamental","300","C","517"
"4509","CLI2609","Universidade Pública","334","C","532"
"4510","CLI2610","Universidade Privada","413","D","515"
"4511","CLI2611","Escola Secundária","304","A","528"
"4512","CLI2612","Universidade Pública","339","B","507"
"4513","CLI2613","Universidade Privada","343","A","522"
"4514","CLI2614","Escola Fundamental","464","B","522"
"4515","CLI2615","Universidade Privada","483","D","523"
"4516","CLI2616","Escola Fundamental","352","C","504"
"4517","CLI2617","Escola Secundária","434","B","511"
"4518","CLI2618","Escola Fundamental","396","B","532"
"4519","CLI2619","Universidade Privada","456","A","509"
"4520","CLI2620","Escola Secundária","414","A","504"
"4521","CLI2621","Escola Secundária","313","A","514"
"4522","CLI2622","Escola Fundamental","349","D","510"
"4523","CLI2623","Universidade Privada","468","C","515"
"4524","CLI2624","Universidade Privada","394","A","524"
"4525","CLI2625","Universidade Pública","413","A","506"
"4526","CLI2626","Escola Secundária","425","B","524"
"4527","CLI2627","Escola Fundamental","446","D","533"
"4528","CLI2628","Universidade Pública","343","A","525"
"4529","CLI2629","Universidade Pública","383","B","522"
"4530","CLI2630","Universidade Pública","354","D","514"
"4531","CLI2631","Escola Secundária","484","B","501"
"4532","CLI2632","Universidade Privada","326","B","525"
"4533","CLI2633","Universidade Pública","350","D","520"
"4534","CLI2634","Escola Secundária","420","C","522"
"4535","CLI2635","Universidade Privada","337","A","509"
"4536","CLI2636","Universidade Pública","306","D","503"
"4537","CLI2637","Universidade Privada","487","D","502"
"4538","CLI2638","Universidade Pública","492","C","519"
"4539","CLI2639","Escola Secundária","475","A","512"
"4540","CLI2640","Escola Secundária","352","A","517"
"4541","CLI2641","Universidade Pública","342","D","500"
"4542","CLI2642","Universidade Pública","386","A","528"
"4543","CLI2643","Universidade Privada","326","C","504"
"4544","CLI2644","Escola Secundária","444","D","519"
"4545","CLI2645","Escola Secundária","488","B","531"
"4546","CLI2646","Escola Fundamental","400","C","531"
"4547","CLI2647","Escola Secundária","363","A","519"
"4548","CLI2648","Universidade Pública","473","A","518"
"4549","CLI2649","Universidade Pública","366","B","519"
"4550","CLI2650","Universidade Pública","431","B","518"
"4551","CLI2651","Universidade Pública","311","B","506"
"4552","CLI2652","Escola Fundamental","385","B","506"
"4553","CLI2653","Universidade Pública","314","C","531"
"4554","CLI2654","Escola Fundamental","424","A","507"
"4555","CLI2655","Universidade Privada","329","C","524"
"4556","CLI2656","Escola Secundária","319","C","529"
"4557","CLI2657","Universidade Pública","411","A","512"
"4558","CLI2658","Escola Fundamental","329","D","506"
"4559","CLI2659","Escola Fundamental","373","B","512"
"4560","CLI2660","Universidade Privada","429","A","518"
"4561","CLI2661","Universidade Pública","333","C","519"
"4562","CLI2662","Universidade Privada","309","C","508"
"4563","CLI2663","Escola Fundamental","456","A","515"
"4564","CLI2664","Escola Secundária","340","A","519"
"4565","CLI2665","Universidade Pública","492","C","529"
"4566","CLI2666","Escola Secundária","415","A","511"
"4567","CLI2667","Universidade Privada","447","A","517"
"4568","CLI2668","Universidade Pública","440","B","505"
"4569","CLI2669","Universidade Privada","473","D","523"
"4570","CLI2670","Escola Fundamental","309","C","530"
"4571","CLI2671","Universidade Privada","378","A","529"
"4572","CLI2672","Universidade Pública","475","B","501"
"4573","CLI2673","Universidade Privada","470","C","532"
"4574","CLI2674","Escola Fundamental","346","D","518"
"4575","CLI2675","Escola Fundamental","373","C","509"
"4576","CLI2676","Escola Fundamental","325","C","500"
"4577","CLI2677","Escola Secundária","326","B","508"
"4578","CLI2678","Escola Fundamental","432","C","501"
"4579","CLI2679","Escola Fundamental","490","C","532"
"4580","CLI2680","Universidade Privada","423","C","527"
"4581","CLI2681","Escola Secundária","420","A","533"
"4582","CLI2682","Escola Secundária","321","D","505"
"4583","CLI2683","Escola Secundária","407","C","526"
"4584","CLI2684","Escola Secundária","331","D","507"
"4585","CLI2685","Escola Fundamental","323","D","533"
"4586","CLI2686","Escola Secundária","496","B","506"
"4587","CLI2687","Escola Fundamental","357","A","526"
"4588","CLI2688","Universidade Pública","460","C","533"
"4589","CLI2689","Escola Fundamental","361","C","517"
"4590","CLI2690","Escola Secundária","323","B","524"
"4591","CLI2691","Universidade Pública","401","D","516"
"4592","CLI2692","Escola Fundamental","331","C","506"
"4593","CLI2693","Escola Fundamental","434","C","530"
"4594","CLI2694","Escola Secundária","304","C","511"
"4595","CLI2695","Universidade Pública","417","A","509"
"4596","CLI2696","Escola Secundária","486","A","501"
"4597","CLI2697","Escola Fundamental","492","C","525"
"4598","CLI2698","Universidade Privada","313","A","502"
"4599","CLI2699","Escola Secundária","471","D","508"
"4600","CLI2700","Escola Secundária","312","C","526"
"4601","CLI2701","Escola Fundamental","421","B","524"
"4602","CLI2702","Universidade Pública","371","D","510"
"4603","CLI2703","Universidade Pública","486","C","513"
"4604","CLI2704","Universidade Privada","329","C","523"
"4605","CLI2705","Universidade Privada","433","C","518"
"4606","CLI2706","Escola Fundamental","307","B","533"
"4607","CLI2707","Universidade Pública","493","D","526"
"4608","CLI2708","Escola Secundária","413","A","500"
"4609","CLI2709","Escola Secundária","476","B","502"
"4610","CLI2710","Escola Fundamental","393","B","524"
"4611","CLI2711","Universidade Privada","499","C","516"
"4612","CLI2712","Escola Secundária","421","B","524"
"4613","CLI2713","Universidade Pública","388","B","528"
"4614","CLI2714","Escola Secundária","344","D","529"
"4615","CLI2715","Universidade Pública","323","A","524"
"4616","CLI2716","Universidade Pública","337","B","500"
"4617","CLI2717","Universidade Pública","305","D","523"
"4618","CLI2718","Escola Secundária","462","B","509"
"4619","CLI2719","Escola Secundária","421","A","513"
"4620","CLI2720","Escola Secundária","306","A","512"
"4621","CLI2721","Escola Fundamental","455","C","509"
"4622","CLI2722","Escola Fundamental","301","D","513"
"4623","CLI2723","Escola Fundamental","323","B","509"
"4624","CLI2724","Escola Secundária","328","B","505"
"4625","CLI2725","Universidade Pública","440","B","516"
"4626","CLI2726","Escola Fundamental","302","D","515"
"4627","CLI2727","Escola Secundária","390","A","514"
"4628","CLI2728","Escola Fundamental","413","C","530"
"4629","CLI2729","Universidade Privada","412","C","501"
"4630","CLI2730","Universidade Privada","391","A","506"
"4631","CLI2731","Escola Secundária","318","A","503"
"4632","CLI2732","Universidade Privada","352","C","523"
"4633","CLI2733","Universidade Privada","494","B","507"
"4634","CLI2734","Escola Fundamental","444","B","513"
"4635","CLI2735","Universidade Pública","361","C","520"
"4636","CLI2736","Universidade Pública","483","A","502"
"4637","CLI2737","Escola Fundamental","475","C","525"
"4638","CLI2738","Universidade Pública","389","A","532"
"4639","CLI2739","Universidade Privada","393","B","529"
"4640","CLI2740","Escola Fundamental","419","D","510"
"4641","CLI2741","Escola Fundamental","338","B","518"
"4642","CLI2742","Universidade Pública","416","A","508"
"4643","CLI2743","Escola Fundamental","382","B","508"
"4644","CLI2744","Escola Fundamental","378","C","517"
"4645","CLI2745","Universidade Pública","405","A","517"
"4646","CLI2746","Escola Secundária","303","D","510"
"4647","CLI2747","Escola Secundária","450","A","516"
"4648","CLI2748","Universidade Privada","442","C","532"
"4649","CLI2749","Universidade Privada","395","D","505"
"4650","CLI2750","Universidade Pública","419","D","509"
"4651","CLI2751","Universidade Pública","377","D","504"
"4652","CLI2752","Escola Secundária","372","C","503"
"4653","CLI2753","Universidade Pública","404","D","519"
"4654","CLI2754","Escola Fundamental","427","B","516"
"4655","CLI2755","Universidade Pública","335","A","528"
"4656","CLI2756","Universidade Pública","402","D","513"
"4657","CLI2757","Escola Fundamental","333","D","518"
"4658","CLI2758","Universidade Pública","342","C","505"
"4659","CLI2759","Escola Fundamental","302","C","504"
"4660","CLI2760","Escola Secundária","375","A","532"
"4661","CLI2761","Escola Fundamental","389","D","525"
"4662","CLI2762","Universidade Pública","463","C","524"
"4663","CLI2763","Escola Secundária","330","D","528"
"4664","CLI2764","Escola Secundária","382","D","521"
"4665","CLI2765","Universidade Privada","384","B","527"
"4666","CLI2766","Escola Secundária","378","D","509"
"4667","CLI2767","Universidade Privada","329","D","525"
"4668","CLI2768","Universidade Pública","491","A","505"
"4669","CLI2769","Universidade Pública","462","C","531"
"4670","CLI2770","Escola Secundária","379","D","510"
"4671","CLI2771","Universidade Pública","332","B","528"
"4672","CLI2772","Escola Fundamental","487","A","521"
"4673","CLI2773","Universidade Pública","381","D","515"
"4674","CLI2774","Universidade Pública","362","C","521"
"4675","CLI2775","Escola Fundamental","324","A","505"
"4676","CLI2776","Universidade Pública","341","B","506"
"4677","CLI2777","Escola Fundamental","462","D","504"
"4678","CLI2778","Escola Secundária","366","D","519"
"4679","CLI2779","Universidade Privada","494","C","513"
"4680","CLI2780","Escola Secundária","452","C","513"
"4681","CLI2781","Escola Secundária","359","B","504"
"4682","CLI2782","Universidade Privada","387","A","514"
"4683","CLI2783","Escola Secundária","330","D","525"
"4684","CLI2784","Universidade Pública","485","A","502"
"4685","CLI2785","Universidade Pública","332","D","506"
"4686","CLI2786","Universidade Privada","330","C","523"
"4687","CLI2787","Escola Fundamental","469","A","525"
"4688","CLI2788","Universidade Pública","468","C","503"
"4689","CLI2789","Escola Fundamental","427","B","519"
"4690","CLI2790","Universidade Privada","300","A","522"
"4691","CLI2791","Escola Secundária","464","D","527"
"4692","CLI2792","Escola Fundamental","429","A","508"
"4693","CLI2793","Universidade Privada","329","A","501"
"4694","CLI2794","Universidade Pública","363","D","506"
"4695","CLI2795","Universidade Pública","354","A","525"
"4696","CLI2796","Universidade Pública","415","A","505"
"4697","CLI2797","Universidade Pública","327","C","517"
"4698","CLI2798","Universidade Pública","433","A","527"
"4699","CLI2799","Universidade Privada","332","D","510"
"4700","CLI2800","Universidade Pública","379","B","507"
"4701","CLI2801","Universidade Pública","317","D","509"
"4702","CLI2802","Universidade Privada","371","C","517"
"4703","CLI2803","Universidade Privada","355","C","508"
"4704","CLI2804","Escola Fundamental","491","D","514"
"4705","CLI2805","Universidade Privada","338","B","511"
"4706","CLI2806","Universidade Pública","397","A","532"
"4707","CLI2807","Escola Fundamental","358","A","514"
"4708","CLI2808","Escola Fundamental","387","D","507"
"4709","CLI2809","Universidade Privada","411","B","510"
"4710","CLI2810","Universidade Privada","411","B","518"
"4711","CLI2811","Universidade Privada","428","D","515"
"4712","CLI2812","Universidade Privada","354","C","500"
"4713","CLI2813","Escola Secundária","342","A","507"
"4714","CLI2814","Universidade Pública","464","A","525"
"4715","CLI2815","Universidade Privada","306","D","527"
"4716","CLI2816","Escola Secundária","335","C","515"
"4717","CLI2817","Escola Fundamental","352","B","517"
"4718","CLI2818","Universidade Pública","451","C","527"
"4719","CLI2819","Universidade Privada","369","D","506"
"4720","CLI2820","Universidade Privada","349","C","532"
"4721","CLI2821","Universidade Privada","409","B","526"
"4722","CLI2822","Universidade Pública","476","D","529"
"4723","CLI2823","Escola Secundária","354","D","515"
"4724","CLI2824","Universidade Pública","405","A","520"
"4725","CLI2825","Escola Fundamental","350","D","530"
"4726","CLI2826","Escola Fundamental","452","C","533"
"4727","CLI2827","Escola Fundamental","405","D","522"
"4728","CLI2828","Escola Fundamental","404","D","508"
"4729","CLI2829","Escola Fundamental","414","B","506"
"4730","CLI2830","Universidade Pública","481","D","500"
"4731","CLI2831","Universidade Pública","374","D","516"
"4732","CLI2832","Escola Secundária","391","A","516"
"4733","CLI2833","Universidade Privada","386","C","524"
"4734","CLI2834","Universidade Privada","331","D","506"
"4735","CLI2835","Escola Fundamental","414","C","505"
"4736","CLI2836","Escola Secundária","414","B","525"
"4737","CLI2837","Escola Fundamental","319","D","500"
"4738","CLI2838","Universidade Pública","443","B","530"
"4739","CLI2839","Escola Fundamental","386","A","524"
"4740","CLI2840","Universidade Privada","475","A","516"
"4741","CLI2841","Escola Fundamental","364","B","511"
"4742","CLI2842","Escola Secundária","464","D","523"
"4743","CLI2843","Escola Fundamental","486","B","503"
"4744","CLI2844","Universidade Privada","362","B","514"
"4745","CLI2845","Escola Fundamental","490","B","517"
"4746","CLI2846","Escola Fundamental","472","C","516"
"4747","CLI2847","Escola Fundamental","391","D","529"
"4748","CLI2848","Escola Fundamental","424","B","515"
"4749","CLI2849","Escola Secundária","306","C","507"
"4750","CLI2850","Universidade Pública","369","B","513"
"4751","CLI2851","Escola Secundária","469","A","502"
"4752","CLI2852","Universidade Privada","487","D","529"
"4753","CLI2853","Escola Secundária","389","D","529"
"4754","CLI2854","Universidade Privada","337","B","508"
"4755","CLI2855","Universidade Privada","483","C","518"
"4756","CLI2856","Universidade Pública","381","B","501"
"4757","CLI2857","Escola Fundamental","337","A","508"
"4758","CLI2858","Escola Fundamental","320","A","506"
"4759","CLI2859","Universidade Privada","454","D","500"
"4760","CLI2860","Escola Secundária","424","B","530"
"4761","CLI2861","Escola Secundária","467","D","512"
"4762","CLI2862","Escola Fundamental","402","A","501"
"4763","CLI2863","Universidade Pública","327","D","532"
"4764","CLI2864","Escola Secundária","466","B","508"
"4765","CLI2865","Universidade Privada","422","A","504"
"4766","CLI2866","Escola Fundamental","435","B","532"
"4767","CLI2867","Escola Fundamental","483","D","517"
"4768","CLI2868","Universidade Privada","374","A","529"
"4769","CLI2869","Escola Fundamental","364","B","517"
"4770","CLI2870","Universidade Pública","477","B","504"
"4771","CLI2871","Universidade Privada","414","A","524"
"4772","CLI2872","Universidade Privada","367","C","533"
"4773","CLI2873","Universidade Privada","430","A","524"
"4774","CLI2874","Escola Fundamental","482","D","500"
"4775","CLI2875","Universidade Pública","439","C","507"
"4776","CLI2876","Universidade Pública","311","B","505"
"4777","CLI2877","Universidade Pública","418","D","503"
"4778","CLI2878","Universidade Pública","319","C","526"
"4779","CLI2879","Universidade Pública","410","C","513"
"4780","CLI2880","Escola Secundária","420","C","524"
"4781","CLI2881","Universidade Pública","330","D","522"
"4782","CLI2882","Escola Fundamental","328","B","509"
"4783","CLI2883","Escola Fundamental","432","A","530"
"4784","CLI2884","Universidade Privada","458","A","509"
"4785","CLI2885","Universidade Privada","415","A","510"
"4786","CLI2886","Universidade Privada","488","D","507"
"4787","CLI2887","Universidade Pública","465","A","507"
"4788","CLI2888","Universidade Privada","392","B","504"
"4789","CLI2889","Universidade Pública","393","C","529"
"4790","CLI2890","Escola Fundamental","473","A","524"
"4791","CLI2891","Universidade Privada","485","B","519"
"4792","CLI2892","Escola Secundária","335","A","525"
"4793","CLI2893","Universidade Privada","455","A","512"
"4794","CLI2894","Escola Fundamental","482","D","527"
"4795","CLI2895","Escola Fundamental","395","C","503"
"4796","CLI2896","Universidade Privada","332","B","501"
"4797","CLI2897","Universidade Pública","351","C","517"
"4798","CLI2898","Universidade Privada","493","C","529"
"4799","CLI2899","Universidade Privada","322","D","522"
"4800","CLI2900","Escola Fundamental","322","B","509"
"4801","CLI2901","Escola Fundamental","427","D","500"
"4802","CLI2902","Escola Secundária","354","B","521"
"4803","CLI2903","Universidade Privada","488","A","512"
"4804","CLI2904","Universidade Privada","420","D","511"
"4805","CLI2905","Universidade Privada","343","C","531"
"4806","CLI2906","Universidade Pública","445","B","501"
"4807","CLI2907","Universidade Pública","373","B","516"
"4808","CLI2908","Universidade Privada","414","C","528"
"4809","CLI2909","Escola Fundamental","350","D","505"
"4810","CLI2910","Universidade Pública","384","D","506"
"4811","CLI2911","Universidade Privada","488","B","527"
"4812","CLI2912","Escola Secundária","496","A","530"
"4813","CLI2913","Universidade Pública","333","B","501"
"4814","CLI2914","Universidade Privada","314","D","507"
"4815","CLI2915","Escola Fundamental","307","A","502"
"4816","CLI2916","Escola Secundária","320","B","516"
"4817","CLI2917","Escola Secundária","340","A","531"
"4818","CLI2918","Universidade Privada","441","A","512"
"4819","CLI2919","Escola Secundária","408","D","529"
"4820","CLI2920","Universidade Pública","425","A","525"
"4821","CLI2921","Universidade Pública","377","C","514"
"4822","CLI2922","Escola Secundária","415","B","515"
"4823","CLI2923","Escola Secundária","316","B","524"
"4824","CLI2924","Universidade Pública","388","D","515"
"4825","CLI2925","Universidade Privada","448","D","514"
"4826","CLI2926","Universidade Pública","479","B","502"
"4827","CLI2927","Escola Secundária","429","C","532"
"4828","CLI2928","Escola Secundária","341","D","528"
"4829","CLI2929","Escola Secundária","358","C","526"
"4830","CLI2930","Escola Secundária","322","B","531"
"4831","CLI2931","Universidade Pública","406","D","515"
"4832","CLI2932","Escola Fundamental","395","A","511"
"4833","CLI2933","Escola Secundária","350","D","528"
"4834","CLI2934","Universidade Pública","469","A","533"
"4835","CLI2935","Universidade Privada","351","B","516"
"4836","CLI2936","Escola Secundária","363","B","503"
"4837","CLI2937","Universidade Pública","456","C","517"
"4838","CLI2938","Universidade Privada","429","B","532"
"4839","CLI2939","Universidade Privada","383","D","517"
"4840","CLI2940","Universidade Pública","434","B","504"
"4841","CLI2941","Universidade Pública","470","C","520"
"4842","CLI2942","Escola Secundária","302","A","502"
"4843","CLI2943","Universidade Pública","467","C","514"
"4844","CLI2944","Escola Secundária","409","B","500"
"4845","CLI2945","Universidade Privada","343","B","513"
"4846","CLI2946","Universidade Pública","435","A","528"
"4847","CLI2947","Universidade Privada","486","A","533"
"4848","CLI2948","Escola Fundamental","325","C","504"
"4849","CLI2949","Escola Secundária","339","A","523"
"4850","CLI2950","Universidade Pública","390","C","530"
"4851","CLI2951","Universidade Pública","384","B","524"
"4852","CLI2952","Universidade Privada","352","B","526"
"4853","CLI2953","Universidade Pública","498","D","531"
"4854","CLI2954","Escola Secundária","342","A","503"
"4855","CLI2955","Escola Fundamental","390","D","526"
"4856","CLI2956","Universidade Privada","350","A","503"
"4857","CLI2957","Universidade Privada","492","A","532"
"4858","CLI2958","Escola Secundária","411","D","510"
"4859","CLI2959","Escola Fundamental","333","A","527"
"4860","CLI2960","Universidade Privada","397","A","507"
"4861","CLI2961","Escola Secundária","456","A","514"
"4862","CLI2962","Universidade Privada","417","A","504"
"4863","CLI2963","Escola Fundamental","364","A","509"
"4864","CLI2964","Escola Secundária","479","C","516"
"4865","CLI2965","Universidade Privada","445","C","533"
"4866","CLI2966","Universidade Pública","349","D","525"
"4867","CLI2967","Escola Fundamental","355","C","508"
"4868","CLI2968","Escola Fundamental","360","B","510"
"4869","CLI2969","Escola Fundamental","447","B","504"
"4870","CLI2970","Escola Fundamental","386","B","500"
"4871","CLI2971","Universidade Pública","489","B","526"
"4872","CLI2972","Escola Fundamental","374","C","532"
"4873","CLI2973","Universidade Privada","469","C","502"
"4874","CLI2974","Escola Fundamental","475","B","510"
"4875","CLI2975","Universidade Pública","360","D","521"
"4876","CLI2976","Universidade Pública","391","B","532"
"4877","CLI2977","Escola Fundamental","382","C","531"
"4878","CLI2978","Universidade Privada","474","D","518"
"4879","CLI2979","Escola Fundamental","385","A","520"
"4880","CLI2980","Escola Fundamental","326","A","519"
"4881","CLI2981","Escola Fundamental","331","C","504"
"4882","CLI2982","Escola Secundária","441","A","518"
"4883","CLI2983","Universidade Pública","477","A","500"
"4884","CLI2984","Universidade Privada","313","C","508"
"4885","CLI2985","Universidade Privada","335","C","515"
"4886","CLI2986","Escola Secundária","303","D","508"
"4887","CLI2987","Escola Secundária","395","A","524"
"4888","CLI2988","Universidade Pública","330","B","513"
"4889","CLI2989","Escola Secundária","491","B","527"
"4890","CLI2990","Escola Fundamental","453","D","525"
"4891","CLI2991","Universidade Pública","429","B","522"
"4892","CLI2992","Universidade Privada","438","B","504"
"4893","CLI2993","Escola Fundamental","484","A","532"
"4894","CLI2994","Universidade Privada","487","D","510"
"4895","CLI2995","Escola Secundária","377","D","519"
"4896","CLI2996","Escola Secundária","323","A","524"
"4897","CLI2997","Universidade Privada","470","B","522"
"4898","CLI2998","Escola Fundamental","495","A","500"
"4899","CLI2999","Universidade Privada","443","B","530"
"4900","CLI3000","Escola Secundária","489","B","508"
"4901","CLI3001","Universidade Pública","316","C","524"
"4902","CLI3002","Escola Fundamental","383","A","527"
"4903","CLI3003","Universidade Pública","489","D","528"
"4904","CLI3004","Escola Fundamental","443","C","508"
"4905","CLI3005","Escola Fundamental","457","D","520"
"4906","CLI3006","Escola Secundária","394","B","532"
"4907","CLI3007","Escola Secundária","357","D","532"
"4908","CLI3008","Escola Secundária","440","D","508"
"4909","CLI3009","Universidade Pública","440","C","522"
"4910","CLI3010","Universidade Privada","313","C","519"
"4911","CLI3011","Universidade Privada","438","C","519"
"4912","CLI3012","Escola Secundária","458","C","509"
"4913","CLI3013","Escola Secundária","435","A","517"
"4914","CLI3014","Universidade Pública","378","C","504"
"4915","CLI3015","Escola Fundamental","364","D","530"
"4916","CLI3016","Escola Fundamental","418","D","526"
"4917","CLI3017","Universidade Privada","434","D","501"
"4918","CLI3018","Universidade Privada","343","D","513"
"4919","CLI3019","Escola Fundamental","302","D","502"
"4920","CLI3020","Escola Secundária","421","B","519"
"4921","CLI3021","Universidade Pública","324","A","506"
"4922","CLI3022","Universidade Pública","363","A","504"
"4923","CLI3023","Universidade Pública","335","D","507"
"4924","CLI3024","Escola Fundamental","454","C","508"
"4925","CLI3025","Universidade Pública","320","A","524"
"4926","CLI3026","Escola Fundamental","452","A","513"
"4927","CLI3027","Escola Fundamental","338","C","521"
"4928","CLI3028","Escola Secundária","360","C","502"
"4929","CLI3029","Universidade Pública","312","C","516"
"4930","CLI3030","Escola Secundária","439","B","529"
"4931","CLI3031","Escola Secundária","307","A","521"
"4932","CLI3032","Universidade Pública","435","B","514"
"4933","CLI3033","Escola Fundamental","448","A","532"
"4934","CLI3034","Universidade Privada","435","B","515"
"4935","CLI3035","Escola Secundária","467","C","518"
"4936","CLI3036","Escola Secundária","395","B","523"
"4937","CLI3037","Escola Secundária","429","A","528"
"4938","CLI3038","Universidade Pública","466","A","529"
"4939","CLI3039","Escola Fundamental","322","B","517"
"4940","CLI3040","Universidade Privada","412","D","513"
"4941","CLI3041","Escola Secundária","382","C","531"
"4942","CLI3042","Escola Fundamental","457","C","511"
"4943","CLI3043","Escola Fundamental","370","B","524"
"4944","CLI3044","Universidade Pública","443","A","532"
"4945","CLI3045","Escola Fundamental","458","D","517"
"4946","CLI3046","Universidade Privada","435","A","503"
"4947","CLI3047","Escola Fundamental","358","D","500"
"4948","CLI3048","Universidade Privada","311","A","502"
"4949","CLI3049","Escola Secundária","423","A","512"
"4950","CLI3050","Escola Fundamental","485","B","523"
"4951","CLI3051","Universidade Pública","446","D","505"
"4952","CLI3052","Universidade Privada","383","D","505"
"4953","CLI3053","Universidade Privada","419","C","514"
"4954","CLI3054","Universidade Privada","357","D","508"
"4955","CLI3055","Escola Fundamental","369","C","519"
"4956","CLI3056","Escola Fundamental","458","C","507"
"4957","CLI3057","Escola Secundária","461","B","510"
"4958","CLI3058","Escola Fundamental","327","A","519"
"4959","CLI3059","Universidade Privada","360","B","500"
"4960","CLI3060","Escola Secundária","350","C","511"
"4961","CLI3061","Universidade Privada","437","D","532"
"4962","CLI3062","Universidade Privada","464","C","509"
"4963","CLI3063","Universidade Privada","465","A","528"
"4964","CLI3064","Escola Secundária","363","A","500"
"4965","CLI3065","Escola Fundamental","427","A","512"
"4966","CLI3066","Escola Secundária","480","B","530"
"4967","CLI3067","Escola Fundamental","452","B","520"
"4968","CLI3068","Escola Fundamental","365","D","519"
"4969","CLI3069","Universidade Privada","402","C","525"
"4970","CLI3070","Escola Secundária","448","B","528"
"4971","CLI3071","Escola Secundária","359","A","527"
"4972","CLI3072","Escola Secundária","349","D","524"
"4973","CLI3073","Universidade Privada","464","C","533"
"4974","CLI3074","Escola Fundamental","419","C","523"
"4975","CLI3075","Escola Secundária","428","D","523"
"4976","CLI3076","Escola Fundamental","486","A","530"
"4977","CLI3077","Escola Secundária","436","A","517"
"4978","CLI3078","Universidade Pública","432","B","504"
"4979","CLI3079","Escola Secundária","445","B","506"
"4980","CLI3080","Universidade Privada","305","C","533"
"4981","CLI3081","Escola Secundária","425","C","520"
"4982","CLI3082","Universidade Pública","300","A","520"
"4983","CLI3083","Universidade Privada","308","A","525"
"4984","CLI3084","Escola Fundamental","366","C","502"
"4985","CLI3085","Universidade Privada","417","D","510"
"4986","CLI3086","Universidade Pública","402","D","517"
"4987","CLI3087","Universidade Privada","431","C","503"
"4988","CLI3088","Universidade Privada","369","A","500"
"4989","CLI3089","Universidade Pública","407","B","532"
"4990","CLI3090","Universidade Pública","347","C","516"
"4991","CLI3091","Universidade Pública","418","C","530"
"4992","CLI3092","Escola Fundamental","310","B","523"
"4993","CLI3093","Universidade Pública","494","B","505"
"4994","CLI3094","Escola Fundamental","401","B","503"
"4995","CLI3095","Universidade Privada","471","C","522"
"4996","CLI3096","Universidade Pública","310","B","528"
"4997","CLI3097","Escola Fundamental","450","A","512"
"4998","CLI3098","Escola Fundamental","363","C","523"
"4999","CLI3099","Universidade Privada","328","C","514"
"5000","CLI3100","Universidade Pública","496","C","508"
"5001","CLI3101","Escola Fundamental","343","B","505"
"5002","CLI3102","Universidade Privada","320","C","511"
"5003","CLI3103","Universidade Pública","402","C","502"
"5004","CLI3104","Escola Fundamental","411","B","515"
"5005","CLI3105","Universidade Pública","480","D","510"
"5006","CLI3106","Escola Fundamental","467","B","527"
